daily_screen_time,num_app_switches,sleep_hours,notification_count,social_media_time_min,focus_score,mood_score,anxiety_level,digital_wellbeing_score,dopamine_index,focus_efficiency,sleep_deficit,cluster,cluster_label
5.85,39,6.23,23,131.23,77.08,82.27,10.0,29.8,193.23,13.176068373816056,1.7699999999999996,0,High-Screen Low-Sleep
6.95,46,6.58,35,186.8,78.33,92.51,10.0,28.01,267.8,11.270503595500646,1.42,1,Healthy & Focused
11.28,94,4.79,45,197.71,59.01,74.91,10.0,11.26,336.71000000000004,5.231382978259629,3.21,3,Balanced Users
7.87,61,6.63,32,170.84,71.35,81.0,10.0,27.96,263.84000000000003,9.066073696433788,1.37,1,Healthy & Focused
7.08,52,5.12,41,202.61,70.93,82.22,10.0,21.13,295.61,10.018361580505882,2.88,3,Balanced Users
7.24,56,6.95,40,189.21,77.22,73.22,10.0,29.09,285.21000000000004,10.665745854880422,1.0499999999999998,1,Healthy & Focused
8.23,73,5.78,33,179.06,81.54,68.75,10.0,19.44,285.06,9.90765491981681,2.2199999999999998,3,Balanced Users
4.95,43,6.15,18,89.29,82.46,77.88,10.0,32.82,150.29000000000002,16.658585855220487,1.8499999999999996,2,Anxious Overloaded
6.49,56,5.78,19,160.4,72.4,70.71,10.0,24.52,235.4,11.155624035261075,2.2199999999999998,0,High-Screen Low-Sleep
3.66,22,8.72,6,47.71,96.39,84.53,10.0,51.39,75.71000000000001,26.336065566574845,-0.7200000000000006,2,Anxious Overloaded
7.8,56,6.48,37,178.06,81.03,82.51,10.0,34.31,271.06,10.388461537129684,1.5199999999999996,1,Healthy & Focused
8.29,52,5.23,32,189.35,76.56,72.85,10.0,25.02,273.35,9.23522315932024,2.7699999999999996,0,High-Screen Low-Sleep
6.03,44,7.49,31,158.51,86.49,75.2,10.0,33.79,233.51,14.343283579710896,0.5099999999999998,1,Healthy & Focused
10.15,85,5.03,61,295.9,81.75,75.49,10.0,26.05,441.9,8.05418719132471,2.9699999999999998,3,Balanced Users
4.55,38,6.75,19,107.29,95.33,86.03,10.0,34.76,164.29000000000002,20.951648347043594,1.25,2,Anxious Overloaded
4.07,31,4.15,14,70.23,76.72,68.65,10.0,20.16,115.23,18.85012284549137,3.8499999999999996,0,High-Screen Low-Sleep
7.45,59,4.91,26,155.66,83.03,81.32,10.0,26.17,240.66,11.14496644145705,3.09,0,High-Screen Low-Sleep
9.09,69,6.74,26,137.91,77.2,85.26,10.0,36.51,232.91,8.492849283994186,1.2599999999999998,1,Healthy & Focused
10.37,83,7.39,42,196.88,76.53,86.26,10.0,28.88,321.88,7.379942140079081,0.6100000000000003,3,Balanced Users
6.08,52,6.71,23,115.45,72.79,87.58,10.0,32.57,190.45,11.972039471715126,1.29,0,High-Screen Low-Sleep
6.92,56,6.14,31,149.95,74.37,78.0,10.0,30.77,236.95,10.747109825036546,1.8600000000000003,0,High-Screen Low-Sleep
6.65,57,4.73,26,115.08,80.28,78.08,10.0,28.33,198.07999999999998,12.072180449312453,3.2699999999999996,0,High-Screen Low-Sleep
8.77,68,5.64,33,217.74,79.09,75.56,10.0,26.81,318.74,9.018244012654705,2.3600000000000003,3,Balanced Users
8.3,69,5.95,40,174.4,64.91,79.0,10.0,21.72,283.4,7.820481926768616,2.05,3,Balanced Users
3.85,44,7.77,14,80.51,87.73,91.86,10.0,41.38,138.51,22.787012981094282,0.23000000000000043,2,Anxious Overloaded
9.95,79,6.91,41,199.18,79.53,73.78,10.0,22.21,319.18,7.9929648233172905,1.0899999999999999,3,Balanced Users
9.76,80,4.38,47,209.62,68.31,70.97,10.0,15.75,336.62,6.998975409118958,3.62,3,Balanced Users
5.75,42,6.89,22,145.48,85.93,88.24,10.0,33.67,209.48,14.94434782348794,1.1100000000000003,2,Anxious Overloaded
7.79,63,6.04,23,137.61,78.25,84.88,10.0,25.95,223.61,10.044929395372924,1.96,0,High-Screen Low-Sleep
7.99,66,5.69,28,148.01,77.11,77.09,10.0,24.5,242.01,9.650813515688258,2.3099999999999996,0,High-Screen Low-Sleep
5.9,42,7.74,25,83.51,77.59,85.79,10.0,35.23,150.51,13.15084745539816,0.2599999999999998,2,Anxious Overloaded
5.66,46,7.62,14,94.21,78.31,91.17,10.0,40.22,154.20999999999998,13.835689043491927,0.3799999999999999,2,Anxious Overloaded
9.35,77,6.13,45,222.49,73.66,83.68,10.0,24.71,344.49,7.878074865467585,1.87,3,Balanced Users
8.09,69,6.9,29,177.71,76.93,94.04,10.0,33.98,275.71000000000004,9.509270703398114,1.0999999999999996,1,Healthy & Focused
6.26,48,7.67,25,137.24,80.7,86.04,10.0,33.93,210.24,12.89137379985761,0.33000000000000007,1,Healthy & Focused
1.3,11,6.28,2,23.24,95.18,85.78,10.0,43.1,36.239999999999995,73.21538455906509,1.7199999999999998,2,Anxious Overloaded
9.3,69,5.17,40,206.96,70.07,75.07,10.0,15.63,315.96000000000004,7.534408601340385,2.83,3,Balanced Users
3.52,29,5.06,11,70.84,76.38,90.89,10.0,36.4,110.84,21.698863630199185,2.9400000000000004,2,Anxious Overloaded
6.28,45,7.48,20,139.74,86.12,83.52,10.0,34.35,204.74,13.713375793994686,0.5199999999999996,1,Healthy & Focused
4.76,34,8.13,18,82.49,85.71,83.52,10.0,41.06,134.49,18.006302517225567,-0.13000000000000078,2,Anxious Overloaded
4.41,36,6.41,12,19.46,84.16,78.32,10.0,38.25,67.46000000000001,19.083900222429953,1.5899999999999999,2,Anxious Overloaded
9.32,76,7.7,38,191.73,84.8,87.7,10.0,36.69,305.73,9.098712445375673,0.2999999999999998,1,Healthy & Focused
6.06,42,6.93,35,170.04,81.64,85.37,10.0,34.55,247.04,13.47194719249638,1.0700000000000003,1,Healthy & Focused
7.69,66,5.73,41,189.34,77.51,75.81,10.0,24.26,296.34000000000003,10.079323795828437,2.2699999999999996,3,Balanced Users
6.91,58,6.93,28,173.99,74.16,83.85,10.0,34.75,259.99,10.732272067911392,1.0700000000000003,1,Healthy & Focused
7.95,60,8.35,49,204.12,79.68,75.75,10.0,34.94,313.12,10.022641508173253,-0.34999999999999964,1,Healthy & Focused
7.15,49,6.46,31,152.89,81.65,81.29,10.0,29.04,232.89,11.419580417983276,1.54,0,High-Screen Low-Sleep
4.43,34,8.38,27,99.03,80.11,87.37,10.0,38.94,160.03,18.0835214406132,-0.3800000000000008,2,Anxious Overloaded
8.99,69,3.36,30,170.31,69.73,82.41,10.0,11.11,269.31,7.756395994687831,4.640000000000001,0,High-Screen Low-Sleep
6.01,48,7.49,32,116.78,83.45,79.17,10.0,35.59,196.78,13.885191345443397,0.5099999999999998,1,Healthy & Focused
3.89,29,6.6,23,100.1,85.64,75.15,10.0,34.67,152.1,22.015424158864928,1.4000000000000004,2,Anxious Overloaded
6.14,39,6.14,35,165.14,85.18,75.05,10.0,33.51,239.14,13.872964167121669,1.8600000000000003,0,High-Screen Low-Sleep
10.0,78,6.61,42,205.85,74.89,73.11,10.0,25.06,325.85,7.4889999992511,1.3899999999999997,3,Balanced Users
8.7,68,4.11,32,169.2,78.22,82.09,10.0,25.47,269.2,8.990804596667724,3.8899999999999997,0,High-Screen Low-Sleep
6.3,53,6.24,32,132.37,74.9,88.01,10.0,29.44,217.37,11.888888887001764,1.7599999999999998,0,High-Screen Low-Sleep
6.3,46,6.93,30,150.37,81.93,82.95,10.0,37.26,226.37,13.004761902697657,1.0700000000000003,1,Healthy & Focused
6.36,59,8.27,8,90.18,84.26,91.15,10.0,39.84,157.18,13.24842767087289,-0.2699999999999996,2,Anxious Overloaded
11.15,79,5.88,27,165.34,64.1,79.67,10.0,22.97,271.34000000000003,5.748878923251221,2.12,3,Balanced Users
7.76,68,5.53,28,146.53,80.31,78.14,10.0,22.09,242.53,10.34922680279005,2.4699999999999998,0,High-Screen Low-Sleep
7.86,61,5.9,27,128.44,87.7,77.99,10.0,29.65,216.44,11.157760812829801,2.0999999999999996,0,High-Screen Low-Sleep
9.06,76,7.6,34,175.03,76.99,80.73,10.0,24.85,285.03,8.497792493543288,0.40000000000000036,1,Healthy & Focused
7.48,60,6.89,36,152.6,81.36,73.51,10.0,28.76,248.6,10.877005346139438,1.1100000000000003,1,Healthy & Focused
6.48,57,5.86,14,122.52,79.19,81.01,10.0,31.53,193.51999999999998,12.22067901045977,2.1399999999999997,0,High-Screen Low-Sleep
6.61,50,7.12,37,182.33,77.45,80.99,10.0,30.74,269.33000000000004,11.717095308363525,0.8799999999999999,1,Healthy & Focused
6.86,49,6.62,21,153.8,70.42,84.4,10.0,27.6,223.8,10.265306120952578,1.38,0,High-Screen Low-Sleep
6.93,62,7.66,34,154.45,77.94,83.22,10.0,36.91,250.45,11.24675324513034,0.33999999999999986,1,Healthy & Focused
8.46,67,5.66,38,196.23,67.44,77.23,10.0,22.41,301.23,7.971631204731485,2.34,3,Balanced Users
7.1,57,6.11,25,115.02,86.53,75.94,10.0,28.37,197.01999999999998,12.187323941945447,1.8899999999999997,0,High-Screen Low-Sleep
8.47,73,6.03,37,208.94,74.55,78.94,10.0,25.85,318.94,8.801652891522826,1.9699999999999998,3,Balanced Users
6.84,49,4.74,34,141.34,74.08,80.82,10.0,32.26,224.34,10.830409355141754,3.26,0,High-Screen Low-Sleep
7.16,60,6.86,39,170.42,83.84,75.15,10.0,34.04,269.41999999999996,11.709497205068507,1.1399999999999997,1,Healthy & Focused
3.0,21,6.81,9,30.92,82.01,83.55,10.0,42.16,60.92,27.336666657554446,1.1900000000000004,2,Anxious Overloaded
7.69,61,6.22,40,186.09,77.39,75.75,10.0,27.34,287.09000000000003,10.063719114426044,1.7800000000000002,3,Balanced Users
9.0,64,4.8,36,200.21,76.75,73.33,10.0,13.3,300.21000000000004,8.527777776830247,3.2,3,Balanced Users
1.21,5,6.0,4,0.0,92.08,83.14,10.0,38.5,9.0,76.09917349082713,2.0,2,Anxious Overloaded
11.18,96,6.09,49,208.62,71.07,73.03,10.0,18.43,353.62,6.356887298179169,1.9100000000000001,3,Balanced Users
6.72,58,5.54,40,174.9,78.02,79.91,10.0,21.5,272.9,11.61011904589135,2.46,0,High-Screen Low-Sleep
9.22,73,6.31,27,157.86,76.18,75.51,10.0,22.15,257.86,8.262472884136391,1.6900000000000004,3,Balanced Users
4.92,40,6.98,32,152.6,85.14,86.74,10.0,31.22,224.6,17.304878045263237,1.0199999999999996,1,Healthy & Focused
8.23,64,8.76,22,145.72,75.93,96.79,10.0,39.59,231.72,9.226002429012636,-0.7599999999999998,1,Healthy & Focused
4.89,45,6.71,27,121.91,83.86,77.08,10.0,36.41,193.91,17.149284250071723,1.29,2,Anxious Overloaded
5.75,45,6.81,24,110.94,76.74,84.44,10.0,37.1,179.94,13.346086954200679,1.1900000000000004,0,High-Screen Low-Sleep
10.83,87,6.41,39,245.48,71.57,75.1,10.0,23.62,371.48,6.608494920904109,1.5899999999999999,3,Balanced Users
6.62,58,4.2,18,122.67,72.75,81.56,10.0,20.8,198.67000000000002,10.989425980213078,3.8,0,High-Screen Low-Sleep
7.43,55,6.47,28,151.25,90.76,74.09,10.0,24.96,234.25,12.215343201586093,1.5300000000000002,0,High-Screen Low-Sleep
8.74,77,6.57,35,184.77,75.46,82.47,10.0,22.92,296.77,8.633867275900014,1.4299999999999997,3,Balanced Users
7.99,56,9.46,21,137.75,75.91,82.25,10.0,34.67,214.75,9.50062578103872,-1.4600000000000009,1,Healthy & Focused
7.3,66,6.27,37,175.54,77.27,78.58,10.0,25.63,278.53999999999996,10.584931505399323,1.7300000000000004,3,Balanced Users
7.73,59,6.86,30,146.93,80.86,76.12,10.0,29.53,235.93,10.460543336292297,1.1399999999999997,1,Healthy & Focused
11.81,93,6.46,47,241.09,77.67,83.01,10.0,21.1,381.09000000000003,6.576629974040928,1.54,3,Balanced Users
6.88,45,5.1,19,114.75,73.48,74.1,10.0,25.32,178.75,10.680232556587177,2.9000000000000004,0,High-Screen Low-Sleep
7.4,56,7.87,20,78.58,73.03,87.19,10.0,34.44,154.57999999999998,9.868918917585281,0.1299999999999999,1,Healthy & Focused
9.1,67,7.4,45,185.4,80.69,79.99,10.0,30.2,297.4,8.867032966058568,0.5999999999999996,1,Healthy & Focused
9.21,70,7.45,50,265.81,69.57,79.9,10.0,31.1,385.81,7.553745927518593,0.5499999999999998,3,Balanced Users
9.37,74,5.41,41,220.39,69.89,77.88,10.0,17.84,335.39,7.458911418627651,2.59,3,Balanced Users
8.28,71,8.18,37,173.25,78.52,79.67,10.0,34.65,281.25,9.483091786294313,-0.17999999999999972,1,Healthy & Focused
4.71,38,4.82,16,91.11,79.86,79.17,10.0,28.72,145.11,16.955414009138977,3.1799999999999997,0,High-Screen Low-Sleep
10.27,83,7.2,42,216.28,77.32,88.46,10.0,28.77,341.28,7.528724439383765,0.7999999999999998,3,Balanced Users
4.71,32,9.13,26,115.27,85.42,82.45,10.0,45.79,173.26999999999998,18.135881100183465,-1.1300000000000008,2,Anxious Overloaded
7.61,56,5.31,15,124.29,74.04,84.41,10.0,29.61,195.29000000000002,9.729303546684717,2.6900000000000004,0,High-Screen Low-Sleep
5.49,52,5.82,36,148.75,80.59,86.65,10.0,29.01,236.75,14.679417119366226,2.1799999999999997,0,High-Screen Low-Sleep
6.87,51,6.62,33,165.77,80.24,76.4,10.0,29.56,249.77,11.679767101647776,1.38,0,High-Screen Low-Sleep
7.66,69,5.9,34,182.35,76.97,71.48,10.0,25.9,285.35,10.048302870750874,2.0999999999999996,3,Balanced Users
7.64,59,4.64,34,173.65,76.17,77.89,10.0,21.94,266.65,9.969895286653156,3.3600000000000003,0,High-Screen Low-Sleep
10.23,87,5.23,38,234.96,71.96,85.88,10.0,23.21,359.96000000000004,7.03421309804162,2.7699999999999996,3,Balanced Users
7.91,69,7.07,44,183.8,80.59,81.25,10.0,36.44,296.8,10.188369151682886,0.9299999999999997,1,Healthy & Focused
6.51,51,5.4,25,126.12,69.86,74.68,10.0,20.18,202.12,10.73118279405051,2.5999999999999996,0,High-Screen Low-Sleep
8.93,69,8.36,36,170.28,79.11,78.15,10.0,32.56,275.28,8.858902574595868,-0.35999999999999943,1,Healthy & Focused
9.38,74,5.56,44,200.01,74.76,83.24,10.0,21.26,318.01,7.970149252881647,2.4400000000000004,3,Balanced Users
4.54,38,6.11,23,141.91,86.78,77.01,10.0,35.16,202.91,19.11453744072367,1.8899999999999997,2,Anxious Overloaded
6.4,54,6.77,32,139.45,77.87,78.8,10.0,29.42,225.45,12.167187498098876,1.2300000000000004,0,High-Screen Low-Sleep
9.75,86,8.07,30,206.31,79.32,82.47,10.0,30.28,322.31,8.135384614550215,-0.07000000000000028,1,Healthy & Focused
6.7,55,4.57,28,145.9,80.91,76.63,10.0,20.27,228.9,12.076119401182668,3.4299999999999997,0,High-Screen Low-Sleep
7.25,59,6.72,28,159.59,76.9,84.2,10.0,30.1,246.59,10.60689655026112,1.2800000000000002,1,Healthy & Focused
6.65,45,6.81,28,133.03,84.86,84.36,10.0,37.37,206.03,12.760902253720165,1.1900000000000004,1,Healthy & Focused
7.03,43,7.44,40,192.35,81.43,80.57,10.0,33.23,275.35,11.583214792093427,0.5599999999999996,1,Healthy & Focused
4.81,40,5.02,7,52.93,79.79,79.47,10.0,31.64,99.93,16.588357584908866,2.9800000000000004,2,Anxious Overloaded
4.12,32,4.92,8,61.66,80.53,76.94,10.0,34.74,101.66,19.546116500110166,3.08,2,Anxious Overloaded
10.19,78,7.13,41,210.87,77.61,73.35,10.0,26.75,329.87,7.616290480116164,0.8700000000000001,3,Balanced Users
5.31,43,6.86,7,62.13,84.73,83.97,10.0,35.11,112.13,15.956685496053357,1.1399999999999997,2,Anxious Overloaded
5.02,39,6.8,24,100.09,94.95,91.39,10.0,41.42,163.09,18.914342625714276,1.2000000000000002,2,Anxious Overloaded
2.69,27,6.92,19,106.4,84.18,77.64,10.0,36.18,152.4,31.293680285764435,1.08,2,Anxious Overloaded
5.72,46,5.68,9,120.79,82.51,75.49,10.0,28.6,175.79000000000002,14.424825172303354,2.3200000000000003,0,High-Screen Low-Sleep
4.35,31,6.78,17,98.35,82.2,77.56,10.0,30.53,146.35,18.896551719793898,1.2199999999999998,2,Anxious Overloaded
10.28,87,6.85,30,178.16,68.79,84.36,10.0,29.34,295.15999999999997,6.6916342405942,1.1500000000000004,3,Balanced Users
9.02,71,5.64,26,170.92,73.19,80.68,10.0,23.45,267.91999999999996,8.114190686461841,2.3600000000000003,3,Balanced Users
5.62,47,8.74,15,106.84,86.92,84.9,10.0,42.87,168.84,15.466192168066513,-0.7400000000000002,2,Anxious Overloaded
11.5,89,7.07,46,232.07,85.72,75.68,10.0,23.06,367.07,7.453913042830094,0.9299999999999997,3,Balanced Users
8.96,68,5.07,51,226.68,71.29,76.82,10.0,21.68,345.68,7.9564732133977145,2.9299999999999997,3,Balanced Users
6.35,51,7.29,31,150.09,76.22,74.25,10.0,29.21,232.09,12.003149604408954,0.71,1,Healthy & Focused
2.0,16,5.33,0,8.68,88.02,81.23,10.0,36.08,24.68,44.009999977994994,2.67,2,Anxious Overloaded
11.58,95,7.44,52,250.61,61.35,85.07,10.0,27.01,397.61,5.29792746068239,0.5599999999999996,3,Balanced Users
4.22,32,7.89,18,103.58,86.88,77.8,10.0,41.9,153.57999999999998,20.587677720239885,0.11000000000000032,2,Anxious Overloaded
3.71,20,5.52,18,112.1,83.69,71.5,10.0,30.74,150.1,22.557951476399474,2.4800000000000004,2,Anxious Overloaded
9.05,70,7.66,41,237.36,81.19,89.25,10.0,28.31,348.36,8.971270717240742,0.33999999999999986,1,Healthy & Focused
11.88,99,7.0,35,219.02,75.1,77.28,10.0,33.3,353.02,6.3215488210167035,1.0,3,Balanced Users
9.77,76,7.49,34,180.81,72.92,87.64,10.0,35.77,290.81,7.463664277639339,0.5099999999999998,1,Healthy & Focused
8.13,63,8.78,27,132.96,80.54,84.57,10.0,39.64,222.96,9.906519063972137,-0.7799999999999994,1,Healthy & Focused
8.19,70,6.21,32,164.96,72.2,78.85,10.0,24.08,266.96000000000004,8.815628814552428,1.79,3,Balanced Users
8.71,66,5.6,37,196.83,68.14,80.1,10.0,22.8,299.83000000000004,7.823191732741309,2.4000000000000004,3,Balanced Users
8.52,60,5.43,36,208.5,75.38,72.97,10.0,20.96,304.5,8.847417839337158,2.5700000000000003,3,Balanced Users
7.56,59,5.52,34,156.53,69.55,79.1,10.0,28.26,249.53,9.199735448518554,2.4800000000000004,0,High-Screen Low-Sleep
7.21,55,6.41,21,141.78,76.33,78.54,10.0,30.21,217.78,10.58668515803236,1.5899999999999999,0,High-Screen Low-Sleep
6.87,50,6.91,33,148.92,75.09,74.73,10.0,27.18,231.92,10.930131002775818,1.0899999999999999,0,High-Screen Low-Sleep
5.49,43,6.83,13,90.28,85.43,83.85,10.0,34.89,146.28,15.561020033595444,1.17,2,Anxious Overloaded
6.44,53,7.49,35,197.9,91.12,80.37,10.0,39.68,285.9,14.149068320784306,0.5099999999999998,1,Healthy & Focused
3.61,28,6.52,0,27.67,79.3,81.78,10.0,41.32,55.67,21.96675899668511,1.4800000000000004,2,Anxious Overloaded
6.8,55,8.24,27,148.41,73.62,77.96,10.0,39.02,230.41,10.826470586643167,-0.2400000000000002,1,Healthy & Focused
5.02,49,6.18,38,166.19,81.69,87.55,10.0,36.12,253.19,16.27290836329225,1.8200000000000003,0,High-Screen Low-Sleep
4.79,36,9.76,22,100.85,90.02,92.23,10.0,47.75,158.85,18.793319411525403,-1.7599999999999998,2,Anxious Overloaded
7.36,60,7.25,34,148.85,80.88,86.84,10.0,24.38,242.85,10.98913043328952,0.75,1,Healthy & Focused
9.78,75,5.47,41,194.74,69.14,76.17,10.0,21.39,310.74,7.069529651628883,2.5300000000000002,3,Balanced Users
8.84,66,5.21,30,180.16,71.75,68.78,10.0,20.08,276.15999999999997,8.116515836185915,2.79,3,Balanced Users
3.86,27,7.08,22,122.22,88.28,91.89,10.0,41.55,171.22,22.870466315318534,0.9199999999999999,2,Anxious Overloaded
5.02,37,6.23,3,39.08,87.62,81.51,10.0,35.58,79.08,17.454183263455345,1.7699999999999996,2,Anxious Overloaded
8.88,72,7.36,53,232.52,67.18,77.09,10.0,22.49,357.52,7.565315314463366,0.6399999999999997,3,Balanced Users
5.04,52,7.07,6,63.02,82.22,85.17,10.0,39.27,121.02000000000001,16.31349206025526,0.9299999999999997,2,Anxious Overloaded
6.55,48,6.41,30,129.57,80.79,86.5,10.0,34.56,207.57,12.334351143155063,1.5899999999999999,0,High-Screen Low-Sleep
8.1,62,5.48,35,157.22,70.18,78.23,10.0,25.62,254.22,8.664197529794544,2.5199999999999996,0,High-Screen Low-Sleep
5.06,40,4.68,33,123.99,87.89,83.69,10.0,32.66,196.99,17.369565213958584,3.3200000000000003,0,High-Screen Low-Sleep
7.21,59,5.96,18,103.48,74.33,85.62,10.0,31.42,180.48000000000002,10.309292647668613,2.04,0,High-Screen Low-Sleep
4.33,35,7.53,24,104.84,86.18,77.93,10.0,36.67,163.84,19.903002304872288,0.46999999999999975,2,Anxious Overloaded
5.8,52,6.76,47,182.47,84.7,77.1,10.0,31.97,281.47,14.603448273344235,1.2400000000000002,1,Healthy & Focused
7.64,48,5.01,20,119.54,71.77,82.81,10.0,25.18,187.54000000000002,9.393979056362044,2.99,0,High-Screen Low-Sleep
3.81,18,6.71,9,85.79,76.55,68.42,10.0,32.84,112.79,20.09186351178691,1.29,2,Anxious Overloaded
7.88,60,6.96,19,145.64,76.02,80.75,10.0,33.87,224.64,9.647208120603146,1.04,1,Healthy & Focused
6.96,61,5.44,35,158.95,82.1,71.08,10.0,27.34,254.95,11.795977009799428,2.5599999999999996,0,High-Screen Low-Sleep
8.1,57,6.68,24,170.78,75.47,78.14,10.0,34.99,251.78,9.317283949467003,1.3200000000000003,0,High-Screen Low-Sleep
9.73,80,5.13,45,218.93,75.43,74.82,10.0,20.49,343.93,7.75231243496893,2.87,3,Balanced Users
7.25,59,6.93,42,206.39,77.7,77.66,10.0,18.43,307.39,10.717241377832105,1.0700000000000003,3,Balanced Users
6.14,43,7.17,26,123.24,79.51,76.81,10.0,36.66,192.24,12.949511398542427,0.8300000000000001,0,High-Screen Low-Sleep
7.24,53,7.8,35,173.73,81.86,94.16,10.0,36.25,261.73,11.306629832692455,0.20000000000000018,1,Healthy & Focused
8.09,59,7.76,32,131.02,83.21,92.68,10.0,34.4,222.02,10.285537699593876,0.2400000000000002,1,Healthy & Focused
7.1,57,4.85,19,120.36,87.41,71.88,10.0,24.33,196.36,12.311267603899822,3.1500000000000004,0,High-Screen Low-Sleep
7.08,53,5.37,29,162.88,80.72,85.95,10.0,27.47,244.88,11.401129941892496,2.63,0,High-Screen Low-Sleep
5.67,31,7.12,30,129.83,80.35,82.72,10.0,30.11,190.83,14.171075835243196,0.8799999999999999,2,Anxious Overloaded
4.19,29,7.12,20,78.7,80.72,82.61,10.0,33.88,127.7,19.264916463182594,0.8799999999999999,2,Anxious Overloaded
10.5,78,10.0,46,220.46,79.31,83.03,10.0,37.75,344.46000000000004,7.553333332613969,-2.0,1,Healthy & Focused
4.51,34,7.19,17,57.25,85.88,88.34,10.0,41.42,108.25,19.042128598882012,0.8099999999999996,2,Anxious Overloaded
5.61,42,7.86,21,136.03,79.1,84.09,10.0,39.57,199.03,14.099821744367231,0.13999999999999968,1,Healthy & Focused
5.56,48,7.64,36,143.3,83.29,80.52,10.0,33.88,227.3,14.980215824643848,0.3600000000000003,1,Healthy & Focused
8.79,61,7.28,41,171.02,78.98,75.19,10.0,25.91,273.02,8.985210465416928,0.7199999999999998,1,Healthy & Focused
6.41,51,6.12,27,120.51,81.23,75.77,10.0,27.99,198.51,12.672386893498848,1.88,0,High-Screen Low-Sleep
9.5,78,7.41,50,207.38,78.35,73.16,10.0,28.02,335.38,8.247368420184486,0.5899999999999999,3,Balanced Users
5.65,54,5.57,12,105.61,81.29,79.45,10.0,34.91,171.61,14.387610616922547,2.4299999999999997,0,High-Screen Low-Sleep
5.33,44,5.92,31,174.91,78.61,77.59,10.0,29.26,249.91,14.748592867776999,2.08,0,High-Screen Low-Sleep
11.29,81,6.6,49,229.69,64.62,86.22,10.0,19.28,359.69,5.7236492466143805,1.4000000000000004,3,Balanced Users
4.62,25,9.28,12,86.37,98.23,93.11,10.0,44.65,123.37,21.261904757302617,-1.2799999999999994,2,Anxious Overloaded
7.62,65,4.26,31,140.59,73.35,76.01,10.0,23.66,236.59,9.625984250705251,3.74,0,High-Screen Low-Sleep
8.27,66,7.32,46,195.94,76.99,80.95,10.0,32.02,307.94,9.309552598632461,0.6799999999999997,1,Healthy & Focused
7.83,68,4.56,35,158.94,68.83,85.88,10.0,24.14,261.94,8.790549168736838,3.4400000000000004,0,High-Screen Low-Sleep
6.63,46,5.93,25,119.74,93.29,82.48,10.0,35.64,190.74,14.070889892297002,2.0700000000000003,0,High-Screen Low-Sleep
6.74,56,7.81,31,181.19,76.77,80.95,10.0,32.93,268.19,11.390207713443589,0.1900000000000004,1,Healthy & Focused
7.09,66,6.58,34,191.43,76.83,72.83,10.0,26.8,291.43,10.836389279148605,1.42,3,Balanced Users
6.71,55,5.21,30,122.81,79.08,80.34,10.0,33.53,207.81,11.785394931179523,2.79,0,High-Screen Low-Sleep
